transaction_id,customer_id,date,stored_coins,expected_coins,delta
335,260,2026-02-13,377,377,0
336,261,2026-02-13,270,270,0
337,238,2026-02-13,36,36,0
338,245,2026-02-14,40,40,0
339,210,2026-02-14,163,163,0
340,236,2026-02-15,25,25,0
341,238,2026-02-23,180,180,0
342,263,2026-02-23,27,27,0
343,226,2026-02-24,100,100,0
344,264,2026-02-25,49,49,0
345,225,2026-02-27,264,264,0
346,203,2026-02-27,34,34,0
347,265,2026-02-28,39,39,0
348,241,2026-02-04,32,32,0
349,266,2026-02-05,29,29,0
350,267,2026-02-07,37,37,0
351,244,2026-02-11,27,27,0
352,268,2026-02-12,50,50,0
353,246,2026-02-13,26,26,0
355,246,2026-02-21,48,48,0
356,269,2026-03-01,50,50,0
357,270,2026-03-01,20,20,0
358,271,2026-03-04,1200,1200,0
359,272,2026-03-04,135,135,0
360,209,2026-03-05,395,395,0
361,273,2026-03-05,37,37,0
362,274,2026-03-06,31,31,0
363,237,2026-03-06,540,540,0
364,267,2026-03-07,600,600,0
365,270,2026-03-07,600,600,0
366,251,2026-03-07,116,116,0
367,224,2026-03-07,2144,2144,0
368,276,2026-03-08,270,270,0
369,277,2026-03-08,345,345,0
370,278,2026-03-09,400,400,0
371,214,2026-03-09,22,22,0
372,279,2026-03-10,600,600,0
373,280,2026-03-11,200,200,0
374,237,2026-03-11,960,960,0
375,221,2026-03-11,1500,1500,0
376,232,2026-03-12,185,185,0
377,257,2026-03-12,182,182,0
378,215,2026-03-13,232,232,0
379,281,2026-03-14,23,23,0
380,282,2026-03-14,23,23,0
381,283,2026-03-14,36,36,0
382,243,2026-03-15,31,31,0
383,235,2026-03-16,51,51,0
384,285,2026-03-17,165,165,0
385,286,2026-03-17,36,36,0
386,208,2026-03-18,1500,1500,0
387,287,2026-03-18,29,29,0
388,273,2026-03-19,72,72,0
389,236,2026-03-19,25,25,0
390,246,2026-03-20,162,162,0
391,224,2026-03-21,364,364,0
392,267,2026-03-21,92,92,0
393,255,2026-03-23,187,187,0
394,271,2026-03-26,1600,1600,0
395,289,2026-01-02,35,35,0
396,290,2026-01-02,35,35,0
397,291,2026-01-03,221,221,0
398,302,2026-01-03,319,319,0
399,293,2026-01-03,125,125,0
400,294,2026-01-05,390,390,0
401,295,2026-01-05,37,37,0
402,296,2026-01-05,20,20,0
403,297,2026-01-07,600,600,0
404,298,2026-01-08,297,297,0
405,299,2026-01-08,34,34,0
406,300,2026-01-09,70,70,0
407,301,2026-01-10,120,120,0
408,302,2026-01-10,135,135,0
409,303,2026-01-10,600,600,0
410,304,2026-01-10,260,260,0
411,305,2026-01-12,74,74,0
412,306,2026-01-12,60,60,0
413,307,2026-01-12,90,90,0
414,308,2026-01-13,20,20,0
415,381,2026-01-13,70,70,0
416,295,2026-01-15,24,24,0
417,310,2026-01-16,179,179,0
418,311,2026-01-16,497,497,0
419,312,2026-01-16,5,5,0
420,313,2026-01-16,37,37,0
421,302,2026-01-17,875,875,0
422,314,2026-01-17,29,29,0
423,315,2026-01-17,29,29,0
424,316,2026-01-20,72,72,0
425,308,2026-01-20,142,142,0
426,317,2026-01-21,20,20,0
427,318,2026-01-22,600,600,0
428,319,2026-01-22,56,56,0
429,350,2026-01-23,609,609,0
430,321,2026-01-23,121,121,0
431,322,2026-01-24,180,180,0
433,291,2026-01-24,62,62,0
434,324,2026-01-26,37,37,0
435,325,2026-01-26,35,35,0
437,326,2026-01-29,37,37,0
438,327,2026-01-29,32,32,0
439,385,2026-01-30,476,476,0
440,307,2026-01-30,37,37,0
441,379,2026-02-01,203,203,0
442,330,2026-02-01,37,37,0
443,331,2026-02-01,37,37,0
444,332,2026-02-02,200,200,0
445,305,2026-02-02,24,24,0
446,381,2026-02-03,600,600,0
447,333,2026-02-04,200,200,0
448,360,2026-02-04,37,37,0
449,352,2026-02-05,20,20,0
450,336,2026-02-06,54,54,0
451,337,2026-02-06,43,43,0
452,338,2026-02-07,215,215,0
453,319,2026-02-07,37,37,0
454,332,2026-02-07,56,56,0
455,354,2026-02-09,87,87,0
456,340,2026-02-09,359,359,0
457,341,2026-02-10,178,178,0
458,321,2026-02-11,131,131,0
459,342,2026-02-11,95,95,0
460,343,2026-02-13,316,316,0
461,344,2026-02-13,37,37,0
462,345,2026-02-14,43,43,0
463,346,2026-02-14,37,37,0
464,347,2026-02-21,35,35,0
465,354,2026-02-21,109,109,0
466,348,2026-02-22,55,55,0
467,346,2026-02-22,319,319,0
468,349,2026-02-22,337,337,0
469,350,2026-02-23,423,423,0
470,332,2026-02-24,80,80,0
471,351,2026-02-25,421,421,0
472,352,2026-02-25,20,20,0
473,353,2026-02-25,20,20,0
474,354,2026-02-25,79,79,0
475,352,2026-02-26,60,60,0
476,332,2026-02-26,329,329,0
477,355,2026-02-26,61,61,0
478,356,2026-02-27,130,130,0
479,385,2026-02-27,434,434,0
480,302,2026-02-28,531,531,0
481,301,2026-02-28,37,37,0
482,360,2026-02-01,23,23,0
483,324,2026-03-02,76,76,0
484,362,2026-03-03,120,120,0
485,333,2026-03-02,81,81,0
486,351,2026-03-04,512,512,0
487,364,2026-03-04,29,29,0
488,349,2026-03-06,337,337,0
489,365,2026-03-06,170,170,0
490,366,2026-03-07,297,297,0
491,367,2026-03-07,36,36,0
492,354,2026-03-07,32,32,0
493,338,2026-03-07,80,80,0
494,369,2026-03-09,23,23,0
495,306,2026-03-10,270,270,0
496,324,2026-03-11,270,270,0
497,371,2026-03-11,175,175,0
498,372,2026-03-13,45,45,0
499,293,2026-03-14,209,209,0
500,374,2026-03-14,75,75,0
501,375,2026-03-17,600,600,0
502,336,2026-03-18,330,330,0
503,377,2026-03-18,319,319,0
504,378,2026-03-17,246,246,0
505,379,2026-03-17,135,135,0
506,380,2026-03-14,165,165,0
507,381,2026-03-18,280,280,0
508,382,2026-03-18,52,52,0
509,352,2026-03-20,50,50,0
510,349,2026-03-20,150,150,0
511,319,2026-03-21,45,45,0
512,385,2026-03-21,981,981,0
513,386,2026-03-23,200,200,0
514,317,2026-03-23,21,21,0
515,388,2026-03-23,50,50,0
516,306,2026-03-24,825,825,0
517,332,2026-03-24,65,39,-26
518,298,2026-03-25,731,731,0
519,356,2026-03-25,66,66,0
520,392,2026-03-25,117,117,0
521,337,2026-03-26,254,254,0
522,325,2026-03-27,486,486,0
523,395,2026-03-27,317,317,0
524,303,2026-03-27,151,151,0
525,397,2026-03-27,330,330,0
530,237,2026-04-01,1080,1080,0
531,400,2026-04-03,410,410,0
533,401,2026-04-03,324,324,0
534,402,2026-03-23,33,33,0
535,238,2026-03-25,202,202,0
536,403,2026-03-26,57,57,0
537,250,2026-03-28,49,49,0
538,235,2026-03-28,60,60,0
539,217,2026-03-29,250,250,0
540,225,2026-03-29,4295,4295,0
541,278,2026-03-30,439,439,0
542,402,2026-03-31,63,63,0
543,302,2026-03-28,221,221,0
544,340,2026-03-30,937,937,0
546,405,2026-03-30,73,73,0
547,300,2026-04-02,157,157,0
548,406,2026-04-01,165,165,0
549,407,2026-04-02,65,65,0
550,408,2026-04-02,37,37,0
551,324,2026-04-02,225,225,0
552,348,2026-04-03,74,74,0
553,291,2026-04-04,297,297,0
554,409,2026-04-05,193,193,0
555,340,2026-04-06,937,937,0
556,348,2026-04-06,67,67,0
557,303,2026-04-06,304,304,0
558,352,2026-04-07,50,50,0
559,276,2026-04-07,154,154,0
560,410,2026-04-10,683,683,0
561,411,2026-04-09,105,105,0
562,270,2026-03-26,80,80,0
563,252,2026-03-14,40,40,0
564,248,2026-04-10,600,600,0
566,301,2026-04-11,135,135,0
567,367,2026-04-11,151,151,0
568,345,2026-03-14,43,43,0
569,345,2026-04-11,193,193,0
570,412,2026-04-11,45,45,0
571,342,2026-04-11,224,224,0
572,413,2026-04-11,301,301,0
577,352,2026-03-06,112,75,-37
578,352,2026-03-11,202,135,-67
581,414,2026-04-09,121,121,0
582,415,2026-04-13,623,623,0
583,302,2026-04-11,450,450,0
584,415,2026-04-14,1500,1500,0
585,378,2026-04-14,165,165,0
586,287,2026-04-14,20,20,0
587,306,2026-04-14,487,487,0
589,264,2026-04-15,52,52,0
590,209,2026-04-16,85,85,0
591,273,2026-04-16,162,162,0
592,416,2026-04-16,162,162,0
593,362,2026-04-16,90,90,0
594,205,2026-04-17,25,25,0
595,274,2026-04-18,168,168,0
596,366,2026-03-14,337,337,0
597,319,2026-04-18,135,135,0
598,417,2026-04-18,205,205,0
599,418,0001-11-08,28,28,0
600,418,2026-01-09,43,43,0
601,418,2026-02-14,24,24,0
602,366,2026-04-18,375,375,0
605,224,2026-04-19,2400,2400,0
606,267,2026-02-07,151,151,0
607,246,2026-02-13,39,26,-13
608,246,2026-02-21,72,48,-24
609,246,2026-03-08,45,30,-15
610,241,2026-03-11,28,28,0
611,241,2026-02-04,32,32,0
612,419,2026-03-19,50,50,0
613,268,2026-03-24,42,42,0
614,246,2026-03-25,38,38,0
615,420,2026-03-27,63,63,0
616,246,2026-03-27,30,30,0
617,421,2026-03-31,30,30,0
618,246,2026-04-13,45,45,0
619,305,2026-04-20,61,61,0
620,422,2026-04-20,495,495,0
621,423,2026-04-20,420,420,0
623,425,2026-04-21,270,270,0
624,424,2026-04-21,25,25,0
625,426,2026-04-21,25,25,0
626,427,2026-04-21,139,139,0
627,405,2026-04-20,166,166,0
628,232,2026-04-22,48,48,0
629,428,2026-04-22,603,603,0
630,392,2026-04-22,205,205,0
631,354,2026-04-23,287,287,0
632,429,2026-04-23,60,60,0
633,350,2026-04-24,540,540,0
634,255,2026-04-23,83,83,0
635,271,2026-04-23,1600,1600,0
636,400,2026-04-24,79,79,0
637,430,2026-04-24,360,360,0
638,276,2026-04-24,956,956,0
641,304,2026-04-25,57,57,0
642,431,2026-04-25,345,345,0
643,432,2026-04-25,49,49,0
644,433,2026-04-25,175,175,0
645,344,2026-04-27,765,765,0
646,305,2026-04-27,179,179,0
647,434,2026-04-27,385,385,0
648,435,2026-04-27,64,64,0
649,351,2026-04-27,237,237,0
650,436,2026-04-27,205,205,0
651,278,2026-04-27,1525,1525,0
652,237,2026-04-27,1080,1080,0
653,437,2026-04-27,210,210,0
654,246,2026-04-28,241,241,0
655,438,2026-04-28,25,25,0
656,426,2026-04-28,135,135,0
657,232,2026-04-29,393,393,0
658,311,2026-04-29,1381,1381,0
659,406,2026-04-29,269,269,0
661,354,2026-04-30,64,38,-26
662,439,2026-04-30,330,330,0
664,408,2026-04-30,346,346,0
665,212,2026-04-30,1050,1050,0
666,440,2026-04-30,135,135,0
667,441,2026-04-30,165,165,0
668,336,2026-04-30,174,174,0
669,257,2026-04-30,335,335,0
670,251,2026-05-01,819,819,0
671,442,2026-05-01,25,25,0
672,442,2026-04-26,25,25,0
673,420,2026-05-01,24,24,0
674,415,2026-05-01,1495,1495,0
675,443,2026-05-02,120,120,0
677,411,2026-05-02,35,35,0
678,380,2026-05-02,192,288,96
679,224,2026-05-02,344,344,0
680,445,2026-04-12,221,221,0
681,446,2026-04-30,600,600,0
682,446,2026-04-30,1500,1500,0
685,411,2026-05-02,303,303,0
686,402,2026-05-04,63,63,0
687,447,2026-05-04,399,399,0
688,448,2026-05-04,619,619,0
689,206,2026-05-05,4960,4960,0
690,449,2026-05-05,419,419,0
691,298,2026-05-06,124,124,0
692,213,2026-05-06,199,199,0
693,450,2026-05-06,29,29,0
694,238,2026-05-06,243,243,0
695,451,2026-05-06,320,320,0
696,234,2026-05-07,45,45,0
697,448,2026-05-07,159,159,0
699,319,2026-05-09,21,21,0
700,452,2026-05-11,162,162,0
701,453,2026-05-10,50,50,0
702,379,2026-05-11,557,557,0
703,277,2026-05-09,260,260,0
704,402,2026-05-11,44,44,0
705,454,2026-05-11,23,23,0
706,378,2026-05-11,225,225,0
707,298,2026-05-12,260,260,0
708,455,2026-05-13,29,29,0
709,432,2026-04-30,344,344,0
710,456,2026-05-14,29,29,0
711,457,2026-05-15,474,474,0
712,458,2026-05-15,396,396,0
713,246,2026-05-16,475,285,-190
714,302,2026-05-16,720,450,-270
715,459,2026-05-16,317,317,0
717,385,2026-05-16,70,70,0
718,293,2026-05-18,486,486,0
719,460,2026-05-18,600,600,0
720,415,2026-05-18,239,239,0
721,461,2026-05-18,36,36,0
722,462,2026-05-04,36,36,0
723,463,2026-05-05,29,29,0
724,378,2026-05-06,309,309,0
725,413,2026-05-09,194,194,0
726,416,2026-05-14,74,74,0
727,464,2026-05-16,29,29,0
728,465,2026-05-18,135,135,0
729,351,2026-05-18,112,112,0
730,414,2026-05-20,28,28,0
731,366,2026-05-20,260,260,0
732,287,2026-05-21,29,29,0
733,324,2026-05-01,85,85,0
734,270,2026-05-05,80,80,0
735,466,2026-05-15,41,41,0
736,467,2026-05-16,24,24,0
737,217,2026-05-18,2000,2000,0
738,223,2026-05-21,2431,2431,0
739,468,2026-05-15,472,472,0
740,351,2026-05-22,495,495,0
743,254,2026-05-24,1583,395,-1188
744,469,2026-05-22,279,279,0
745,405,2026-05-23,1070,1070,0
746,439,2026-05-25,65,65,0
747,402,2026-05-25,44,44,0
748,254,2026-02-08,2400,600,-1800
749,457,2026-05-26,599,599,0
751,291,2026-05-23,312,312,0
752,470,2026-05-23,39,39,0
753,305,2026-05-26,81,81,0
754,236,2026-05-27,25,25,0
755,455,2026-05-22,52,52,0
756,224,2026-05-23,2400,2400,0
757,471,2026-05-24,49,49,0
758,472,2026-05-26,324,324,0
759,217,2026-05-27,400,400,0
760,225,2026-05-27,2400,2400,0
761,243,2026-05-27,20,20,0
762,421,2026-05-27,30,30,0
763,244,2026-05-20,27,27,0
764,237,2026-05-27,2640,2640,0
765,473,2026-05-28,29,29,0
766,421,2026-05-28,24,24,0
767,414,2026-05-27,24,24,0
768,332,2026-05-27,337,202,-135
769,319,2026-05-27,20,20,0
770,472,2026-05-26,810,324,-486
773,351,2026-05-28,125,125,0
775,474,2026-01-24,99,99,0
776,474,2026-01-27,56,56,0
777,474,2026-05-28,343,343,0
778,475,2026-05-29,600,600,0
779,235,2026-05-29,104,104,0
780,418,2026-05-30,29,29,0
781,338,2026-05-30,56,56,0
782,267,2026-03-07,1500,1500,0
783,473,2026-05-29,199,199,0
784,325,2026-05-29,74,74,0
785,302,2026-05-30,800,500,-300
786,303,2026-05-30,399,399,0
788,476,2026-05-28,607,607,0
789,477,2026-05-28,29,29,0
790,224,2026-05-28,160,160,0
791,248,2026-05-30,911,911,0
792,257,2026-05-30,108,65,-43
793,267,2026-05-30,495,495,0
794,283,2026-05-30,49,49,0
795,338,2026-05-31,449,449,0
796,305,2026-06-01,71,71,0
798,415,2026-06-01,399,399,0
799,306,2026-06-02,59,59,0
800,413,2026-06-02,52,52,0
801,402,2026-06-01,44,44,0
802,478,2026-06-03,152,152,0
803,349,2026-06-03,124,124,0
804,298,2026-06-04,520,520,0
805,343,2026-06-04,54,54,0
806,246,2026-05-29,205,123,-82
807,479,2026-06-05,504,504,0
808,476,2026-06-05,119,119,0
809,251,2026-06-06,399,399,0
810,348,2026-06-06,60,60,0
811,480,2026-06-06,44,44,0
812,481,2026-06-06,64,64,0
813,414,2026-06-06,29,29,0
814,482,2026-06-06,21,21,0
815,401,2026-06-06,249,249,0
816,227,2026-06-07,603,603,0
817,402,2026-06-08,60,60,0
818,209,2026-06-08,56,56,0
820,273,2026-06-08,162,162,0
821,483,2026-06-09,29,29,0
822,215,2026-06-12,368,368,0
823,271,2026-06-12,1600,1600,0
824,234,2026-06-12,29,29,0
826,245,2026-06-13,20,20,0
827,411,2026-06-14,750,750,0
828,217,2026-06-14,400,400,0
829,254,2026-06-14,5200,3250,-1950
830,203,2026-06-14,99,99,0
831,326,2026-06-12,270,270,0
832,405,2026-06-12,160,160,0
833,304,2026-06-13,592,592,0
834,302,2026-06-13,399,399,0
835,484,2026-06-13,241,241,0
836,348,2026-06-09,76,76,0
837,416,2026-06-15,291,291,0
838,457,2026-06-15,74,74,0
839,224,2026-06-13,519,519,0
840,402,2026-06-15,66,66,0
841,409,2026-06-16,30,30,0
842,485,2026-06-17,23,23,0
843,486,2026-06-17,23,23,0
844,487,2026-06-15,23,23,0
845,388,2026-06-18,200,200,0
846,400,2026-06-18,74,74,0
847,287,2026-06-18,235,235,0
848,488,2026-06-18,99,99,0
849,425,2026-06-18,249,249,0
850,489,2026-06-18,39,39,0
851,490,2026-06-17,24,24,0
852,255,2026-06-18,35,35,0
853,270,2026-06-18,95,95,0
855,260,2026-06-20,367,367,0
856,319,2026-06-20,44,44,0
857,301,2026-06-20,99,99,0
858,467,2026-06-21,636,636,0
860,491,2026-06-22,222,222,0
861,436,2026-06-22,44,44,0
862,278,2026-06-22,640,640,0
863,235,2026-06-22,236,236,0
867,213,2026-06-24,160,160,0
868,492,2026-06-26,29,29,0
869,228,2026-06-26,25,25,0
870,493,2026-06-27,324,324,0
871,418,2026-06-27,99,99,0
872,291,2026-06-27,249,149,-100
873,494,2026-06-27,254,254,0
874,227,2026-06-28,2016,2016,0
876,345,2026-06-26,65,65,0
877,238,2026-06-30,425,255,-170
878,495,2026-06-30,184,184,0
879,264,2026-07-01,72,72,0
880,252,2026-07-01,20,20,0
881,413,2026-07-01,249,249,0
883,496,2026-07-02,43,43,0
884,333,2026-07-02,1031,1031,0
885,428,2026-07-02,159,159,0
886,497,2026-07-02,43,43,0
888,362,2026-07-03,270,270,0
889,205,2026-07-03,43,43,0
890,448,2026-07-03,199,199,0
891,301,2026-07-04,261,261,0
892,499,2026-07-03,99,99,0
893,299,2026-07-04,36,36,0
894,257,2026-07-04,168,101,-67
896,500,2026-07-04,600,600,0
897,500,2026-07-04,1500,1500,0
898,285,2026-07-06,432,432,0
899,402,2026-07-06,98,98,0
901,305,2026-07-06,115,115,0
902,501,2026-07-04,23,23,0
903,502,2026-07-05,940,940,0
904,503,2026-07-06,270,270,0
905,236,2026-07-06,20,20,0
906,504,2026-07-05,107,107,0
907,209,2026-07-07,56,56,0
908,235,2026-07-08,105,105,0
909,217,2026-07-08,2472,2472,0
910,232,2026-07-09,54,54,0
911,273,2026-07-09,449,449,0
912,207,2026-07-09,233,233,0
913,300,2026-07-10,256,256,0
914,505,2026-07-08,324,324,0
915,506,2026-07-10,23,23,0
916,287,2026-07-10,51,51,0
917,405,2026-07-10,399,399,0
918,251,2026-07-11,183,183,0
919,230,2026-07-11,360,360,0
920,346,2026-07-11,1500,1500,0
921,283,2026-07-12,39,39,0
922,490,2026-07-12,24,24,0
923,305,2026-07-13,719,431,-288
925,232,2026-07-15,1300,1300,0
926,303,2026-07-10,2400,2400,0
927,330,2026-07-16,78,78,0
928,324,2026-07-18,749,749,0
929,303,2026-07-10,1500,1500,0
931,217,2026-07-18,560,560,0
932,246,2026-07-19,500,500,0
933,507,2026-07-19,600,600,0
934,508,2026-07-19,39,39,0
936,509,2026-07-20,198,198,0
937,510,2026-07-20,29,29,0
938,418,2026-07-18,65,65,0
939,274,2026-07-18,32,32,0
940,511,2026-07-15,45,45,0
941,512,2026-07-15,29,29,0
942,513,2026-07-20,358,358,0
943,212,2026-07-17,1183,1183,0
944,260,2026-07-18,54,54,0
945,276,2026-07-18,1000,1000,0
946,246,2026-07-20,65,65,0
947,514,2026-07-20,623,623,0
948,378,2026-07-21,99,99,0
949,506,2026-07-21,55,55,0
950,515,2026-07-21,23,23,0
951,362,2026-07-22,224,224,0
952,354,2026-07-22,100,60,-40
953,516,2026-07-22,29,29,0
957,207,2026-07-22,392,392,0
958,517,2026-07-22,639,639,0
959,518,2026-07-22,39,39,0
960,392,2026-07-22,343,343,0
961,371,2026-07-23,221,221,0
962,246,2026-07-24,74,74,0
963,212,2026-07-24,1064,1064,0
964,261,2026-07-24,540,540,0
965,250,2026-07-25,42,42,0
966,257,2026-07-26,225,135,-90
967,442,2026-07-26,29,29,0
968,397,2026-07-27,79,79,0
969,337,2026-07-27,1579,1579,0
970,337,2026-07-27,1500,1500,0
972,519,2026-07-27,612,612,0
973,519,2026-07-27,1500,1500,0
974,520,2026-07-27,396,396,0
975,436,2026-07-28,1392,1392,0
976,521,2026-07-29,108,108,0
977,208,2026-07-29,2400,2400,0
978,455,2026-07-29,221,221,0
979,300,2026-07-30,270,270,0
981,413,2026-07-30,60,60,0
982,522,2026-07-30,31,31,0
983,508,2026-07-31,450,450,0
984,246,2026-07-31,215,215,0
985,410,2026-07-28,355,355,0
986,244,2026-07-27,30,30,0
988,232,2026-07-15,67,67,0
989,244,2026-07-15,26,26,0
990,482,2026-07-17,24,24,0
991,305,2026-08-03,163,163,0
992,523,2026-08-03,600,600,0
993,236,2026-08-03,226,226,0
994,287,2026-08-04,38,38,0
996,209,2026-08-04,188,188,0
997,524,2026-08-06,23,23,0
998,246,2026-08-07,151,94,-57
999,525,2026-08-07,37,37,0
1001,526,2026-08-07,288,288,0
1002,280,2026-08-07,500,500,0
1003,210,2026-08-07,56,56,0
1005,527,2026-08-08,200,200,0
1006,267,2026-08-09,200,200,0
1007,528,2026-08-08,369,369,0
1009,302,2026-08-08,1839,1839,0
1010,311,2026-08-08,74,74,0
1011,345,2026-08-08,65,65,0
1012,301,2026-08-01,175,105,-70
1014,319,2026-08-01,105,105,0
1016,529,2026-08-03,29,29,0
1020,402,2026-08-10,66,66,0
1021,459,2026-08-11,794,794,0
1022,530,2026-08-11,637,637,0
1023,330,2026-08-13,600,600,0
1024,246,2026-08-14,1020,637,-383
1026,509,2026-08-03,56,56,0
1029,531,2026-08-11,21,21,0
1032,532,2026-08-15,44,44,0
1033,443,2026-08-16,468,468,0
1038,533,2026-08-16,103,25,-78
1040,533,2026-08-16,600,600,0
1045,336,2026-08-17,1149,1149,0
1046,530,2026-08-17,119,119,0
1047,534,2026-08-17,37,37,0
1048,535,2026-08-18,35,35,0
1049,535,2026-08-18,35,35,0
1050,428,2026-08-19,84,84,0
1051,536,2026-08-19,39,39,0
1052,537,2026-08-21,234,234,0
1053,318,2026-08-21,1296,1296,0
1054,488,2026-08-22,600,600,0
1055,488,2026-08-22,1500,1500,0
1056,538,2026-08-21,196,196,0
1057,349,2026-08-19,360,360,0
1058,534,2026-08-22,44,44,0
1059,447,2026-08-20,470,470,0
1060,336,2026-08-24,449,449,0
1061,539,2026-08-24,31,31,0
1062,507,2026-08-24,559,559,0
1063,238,2026-08-25,405,243,-162
1065,434,2026-08-25,544,544,0
1066,225,2026-08-25,1119,1119,0
1067,270,2026-08-24,80,80,0
1068,541,2026-08-26,79,79,0
1069,541,2026-08-18,59,59,0
1070,542,2026-08-26,25,25,0
1071,543,2026-08-27,497,497,0
1072,236,2026-08-27,33,33,0
1073,405,2026-08-28,400,400,0
1074,400,2026-08-29,99,99,0
1075,302,2026-08-29,200,800,600
1076,545,2026-08-31,262,262,0
1077,546,2026-08-31,198,198,0
1078,332,2026-09-01,66,39,-27
1079,349,2026-09-01,450,450,0
1080,305,2026-09-01,449,449,0
1081,298,2026-09-01,1620,1620,0
1082,230,2026-09-01,265,265,0
1084,540,2026-09-02,162,162,0
1085,547,2026-09-02,198,198,0
1086,416,2026-09-02,60,60,0
1087,212,2026-09-02,151,151,0
1088,548,2026-09-02,179,179,0
1090,549,2026-09-02,23,23,0
1091,287,2026-09-03,38,38,0
1092,450,2026-09-04,179,179,0
1093,550,2026-09-03,139,139,0
1094,551,2026-09-04,39,39,0
1095,214,2026-09-04,22,22,0
1096,224,2026-09-04,1023,1023,0
1098,348,2026-09-04,377,377,0
1099,552,2026-09-05,435,435,0
1100,302,2026-09-05,349,559,210
1101,553,2026-09-05,543,543,0
1102,546,2026-09-05,182,182,0
1103,554,2026-09-07,55,55,0
1104,336,2026-09-08,450,450,0
1105,541,2026-09-08,213,213,0
1106,541,2026-08-26,79,79,0
1107,530,2026-09-08,95,95,0
1108,490,2026-09-08,21,21,0
1110,248,2026-09-08,1063,1063,0
1111,302,2026-07-25,150,240,90
1112,246,2026-08-18,115,72,-43
1113,246,2026-08-21,200,125,-75
1114,245,2026-07-11,20,20,0
1115,245,2026-08-09,20,20,0
1116,421,2026-06-22,28,28,0
1117,421,2026-08-05,60,60,0
1118,337,2026-09-09,303,303,0
1119,464,2026-09-12,139,139,0
1121,379,2026-09-14,949,949,0
1122,555,2026-09-14,45,45,0
1123,225,2026-09-12,400,400,0
1124,298,2026-09-16,1635,1635,0
1125,405,2026-09-17,959,959,0
1126,556,2026-09-18,39,39,0
1127,224,2026-09-17,959,959,0
1128,300,2026-09-18,99,99,0
1129,249,2026-09-18,39,39,0
1130,479,2026-09-18,349,349,0
1131,395,2026-09-18,844,844,0
1133,251,2026-09-19,799,799,0
1134,418,2026-09-19,239,239,0
1135,392,2026-09-19,349,209,-140
1136,324,2026-09-19,450,450,0
1137,514,2026-09-19,359,359,0
1138,397,2026-09-21,599,599,0
1139,557,2026-09-21,39,39,0
1140,236,2026-09-22,33,33,0
1141,541,2026-09-22,33,33,0
1143,558,2026-09-22,21,21,0
1145,430,2026-09-22,99,99,0
1146,232,2026-09-23,125,125,0
1147,232,2026-09-23,125,125,0
1148,425,2026-09-23,599,599,0
1149,559,2026-09-23,44,44,0
1150,501,2026-09-23,37,37,0
1151,560,2026-09-24,600,600,0
